Company Name,Industry,Symbol,Series,ISIN Code,YF_Symbol
Shriram Finance Ltd.,Financial Services,SHRIRAMFIN,EQ,INE721A01047,SHRIRAMFIN.NS
Shyam Metalics and Energy Ltd.,Capital Goods,SHYAMMETL,EQ,INE810G01011,SHYAMMETL.NS
Siemens Energy India Ltd.,Capital Goods,ENRIN,EQ,INE1NPP01017,ENRIN.NS
Siemens Ltd.,Capital Goods,SIEMENS,EQ,INE003A01024,SIEMENS.NS
Signatureglobal (India) Ltd.,Realty,SIGNATURE,EQ,INE903U01023,SIGNATURE.NS
Sobha Ltd.,Realty,SOBHA,EQ,INE671H01015,SOBHA.NS
Solar Industries India Ltd.,Chemicals,SOLARINDS,EQ,INE343H01029,SOLARINDS.NS
Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,SONACOMS,EQ,INE073K01018,SONACOMS.NS
Sonata Software Ltd.,Information Technology,SONATSOFTW,EQ,INE269A01021,SONATSOFTW.NS
Star Health and Allied Insurance Company Ltd.,Financial Services,STARHEALTH,EQ,INE575P01011,STARHEALTH.NS
State Bank of India,Financial Services,SBIN,EQ,INE062A01020,SBIN.NS
Steel Authority of India Ltd.,Metals & Mining,SAIL,EQ,INE114A01011,SAIL.NS
Sumitomo Chemical India Ltd.,Chemicals,SUMICHEM,EQ,INE258G01013,SUMICHEM.NS
Sun Pharmaceutical Industries Ltd.,Healthcare,SUNPHARMA,EQ,INE044A01036,SUNPHARMA.NS
Sun TV Network Ltd.,Media Entertainment & Publication,SUNTV,EQ,INE424H01027,SUNTV.NS
Sundaram Finance Ltd.,Financial Services,SUNDARMFIN,EQ,INE660A01013,SUNDARMFIN.NS
Supreme Industries Ltd.,Capital Goods,SUPREMEIND,EQ,INE195A01028,SUPREMEIND.NS
Supreme Petrochem Ltd.,Chemicals,SPLPETRO,EQ,INE663A01033,SPLPETRO.NS
Suzlon Energy Ltd.,Capital Goods,SUZLON,EQ,INE040H01021,SUZLON.NS
Swan Corp Ltd.,Chemicals,SWANCORP,EQ,INE665A01038,SWANCORP.NS
Swiggy Ltd.,Consumer Services,SWIGGY,EQ,INE00H001014,SWIGGY.NS
Syngene International Ltd.,Healthcare,SYNGENE,EQ,INE398R01022,SYNGENE.NS
Syrma SGS Technology Ltd.,Capital Goods,SYRMA,EQ,INE0DYJ01015,SYRMA.NS
TBO Tek Ltd.,Consumer Services,TBOTEK,EQ,INE673O01025,TBOTEK.NS
TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR,EQ,INE494B01023,TVSMOTOR.NS
Tata Capital Ltd.,Financial Services,TATACAP,EQ,INE976I01016,TATACAP.NS
Tata Chemicals Ltd.,Chemicals,TATACHEM,EQ,INE092A01019,TATACHEM.NS
Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013,TATACOMM.NS
Tata Consultancy Services Ltd.,Information Technology,TCS,EQ,INE467B01029,TCS.NS
Tata Consumer Products Ltd.,Fast Moving Consumer Goods,TATACONSUM,EQ,INE192A01025,TATACONSUM.NS
Tata Elxsi Ltd.,Information Technology,TATAELXSI,EQ,INE670A01012,TATAELXSI.NS
Tata Investment Corporation Ltd.,Financial Services,TATAINVEST,EQ,INE672A01026,TATAINVEST.NS
Tata Motors Ltd.,Capital Goods,TMCV,EQ,INE1TAE01010,TMCV.NS
Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,TMPV,EQ,INE155A01022,TMPV.NS
Tata Power Co. Ltd.,Power,TATAPOWER,EQ,INE245A01021,TATAPOWER.NS
Tata Steel Ltd.,Metals & Mining,TATASTEEL,EQ,INE081A01020,TATASTEEL.NS
Tata Technologies Ltd.,Information Technology,TATATECH,EQ,INE142M01025,TATATECH.NS
Tata Teleservices (Maharashtra) Ltd.,Telecommunication,TTML,EQ,INE517B01013,TTML.NS
Tech Mahindra Ltd.,Information Technology,TECHM,EQ,INE669C01036,TECHM.NS
Techno Electric & Engineering Company Ltd.,Construction,TECHNOE,EQ,INE285K01026,TECHNOE.NS
Tega Industries Ltd.,Capital Goods,TEGA,EQ,INE011K01018,TEGA.NS
Tejas Networks Ltd.,Telecommunication,TEJASNET,EQ,INE010J01012,TEJASNET.NS
Tenneco Clean Air India Ltd.,Automobile and Auto Components,TENNIND,EQ,INE19RI01016,TENNIND.NS
The New India Assurance Company Ltd.,Financial Services,NIACL,EQ,INE470Y01017,NIACL.NS
The Ramco Cements Ltd.,Construction Materials,RAMCOCEM,EQ,INE331A01037,RAMCOCEM.NS
Thermax Ltd.,Capital Goods,THERMAX,EQ,INE152A01029,THERMAX.NS
Timken India Ltd.,Capital Goods,TIMKEN,EQ,INE325A01013,TIMKEN.NS
Titagarh Rail Systems Ltd.,Capital Goods,TITAGARH,EQ,INE615H01020,TITAGARH.NS
Titan Company Ltd.,Consumer Durables,TITAN,EQ,INE280A01028,TITAN.NS
Torrent Pharmaceuticals Ltd.,Healthcare,TORNTPHARM,EQ,INE685A01028,TORNTPHARM.NS
Torrent Power Ltd.,Power,TORNTPOWER,EQ,INE813H01021,TORNTPOWER.NS
Transformers And Rectifiers (India) Ltd.,Capital Goods,TARIL,EQ,INE763I01026,TARIL.NS
Travel Food Services Ltd.,Consumer Services,TRAVELFOOD,EQ,INE103V01028,TRAVELFOOD.NS
Trent Ltd.,Consumer Services,TRENT,EQ,INE849A01020,TRENT.NS
Trident Ltd.,Textiles,TRIDENT,EQ,INE064C01022,TRIDENT.NS
Triveni Turbine Ltd.,Capital Goods,TRITURBINE,EQ,INE152M01016,TRITURBINE.NS
Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA,EQ,INE974X01010,TIINDIA.NS
UCO Bank,Financial Services,UCOBANK,EQ,INE691A01018,UCOBANK.NS
UNO Minda Ltd.,Automobile and Auto Components,UNOMINDA,EQ,INE405E01023,UNOMINDA.NS
UPL Ltd.,Chemicals,UPL,EQ,INE628A01036,UPL.NS
UTI Asset Management Company Ltd.,Financial Services,UTIAMC,EQ,INE094J01016,UTIAMC.NS
UltraTech Cement Ltd.,Construction Materials,ULTRACEMCO,EQ,INE481G01011,ULTRACEMCO.NS
Union Bank of India,Financial Services,UNIONBANK,EQ,INE692A01016,UNIONBANK.NS
United Breweries Ltd.,Fast Moving Consumer Goods,UBL,EQ,INE686F01025,UBL.NS
United Spirits Ltd.,Fast Moving Consumer Goods,UNITDSPR,EQ,INE854D01024,UNITDSPR.NS
Urban Company Ltd.,Consumer Services,URBANCO,EQ,INE0CAZ01013,URBANCO.NS
Usha Martin Ltd.,Capital Goods,USHAMART,EQ,INE228A01035,USHAMART.NS
Vardhman Textiles Ltd.,Textiles,VTL,EQ,INE825A01020,VTL.NS
Varun Beverages Ltd.,Fast Moving Consumer Goods,VBL,EQ,INE200M01039,VBL.NS
Vedanta Ltd.,Metals & Mining,VEDL,EQ,INE205A01025,VEDL.NS
Vijaya Diagnostic Centre Ltd.,Healthcare,VIJAYA,EQ,INE043W01024,VIJAYA.NS
Vishal Mega Mart Ltd.,Consumer Services,VMM,EQ,INE01EA01019,VMM.NS
Vodafone Idea Ltd.,Telecommunication,IDEA,EQ,INE669E01016,IDEA.NS
Voltas Ltd.,Consumer Durables,VOLTAS,EQ,INE226A01021,VOLTAS.NS
Waaree Energies Ltd.,Capital Goods,WAAREEENER,EQ,INE377N01017,WAAREEENER.NS
Welspun Corp Ltd.,Capital Goods,WELCORP,EQ,INE191B01025,WELCORP.NS
Welspun Living Ltd.,Textiles,WELSPUNLIV,EQ,INE192B01031,WELSPUNLIV.NS
Whirlpool of India Ltd.,Consumer Durables,WHIRLPOOL,EQ,INE716A01013,WHIRLPOOL.NS
Wipro Ltd.,Information Technology,WIPRO,EQ,INE075A01022,WIPRO.NS
Wockhardt Ltd.,Healthcare,WOCKPHARMA,EQ,INE049B01025,WOCKPHARMA.NS
Yes Bank Ltd.,Financial Services,YESBANK,EQ,INE528G01035,YESBANK.NS
ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,ZFCVINDIA,EQ,INE342J01019,ZFCVINDIA.NS
Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,ZEEL,EQ,INE256A01028,ZEEL.NS
Zen Technologies Ltd.,Capital Goods,ZENTEC,EQ,INE251B01027,ZENTEC.NS
Zensar Technolgies Ltd.,Information Technology,ZENSARTECH,EQ,INE520A01027,ZENSARTECH.NS
Zydus Lifesciences Ltd.,Healthcare,ZYDUSLIFE,EQ,INE010B01027,ZYDUSLIFE.NS
Zydus Wellness Ltd.,Fast Moving Consumer Goods,ZYDUSWELL,EQ,INE768C01028,ZYDUSWELL.NS
eClerx Services Ltd.,Services,ECLERX,EQ,INE738I01010,ECLERX.NS
